,month,day,year,city,state,nwound,nkill,naff,suicide,killed_by_police,source_quoted,shots_fired_at_schoolgrounds,shots_fired_at_bar_nightclub_stripclub,shots_fired_at_home,gender,location,lon,lat,date,Time
381,6,22,2008,St.Paul,MN,3,1,4,0,0,1,0,1,0,NA,"St.Paul, MN",-93.0899578,44.9537029,6/22/2008,1268
382,6,13,2008,Miami,FL,5,1,6,0,0,1,0,0,0,1,"Miami, FL",-80.1917902,25.7616798,6/13/2008,1259
383,6,7,2008,Carrollwood,FL,2,3,5,0,1,1,0,0,1,1,"Carrollwood, FL",-82.5131717,28.0544223,6/7/2008,1253
384,6,7,2008,Philadelphia,PA,4,0,4,0,0,1,0,0,0,1,"Philadelphia, PA",-75.1652215,39.9525839,6/7/2008,1253
385,6,5,2008,Mountain Grove,MO,NA,NA,3,1,0,1,0,0,0,1,"Mountain Grove, MO",-92.2634942,37.1306078,6/5/2008,1251
386,6,1,2008,Ingram,TX,0,4,4,1,0,1,0,0,0,1,"Ingram, TX",-99.2403213,30.0774307,6/1/2008,1247
387,6,1,2008,North Versailles,PA,NA,NA,5,0,0,1,0,1,0,1,"North Versailles, PA",-79.8094916,40.3797913,6/1/2008,1247
388,5,31,2008,Tulsa,OK,6,0,6,0,0,1,0,0,0,NA,"Tulsa, OK",-95.992775,36.1539816,5/31/2008,1246
389,5,29,2008,Jacksonville,FL,5,0,5,0,0,1,0,0,0,NA,"Jacksonville, FL",-81.655651,30.3321838,5/29/2008,1244
390,5,26,2008,Jackson,MS,4,1,5,0,0,1,0,0,0,NA,"Jackson, MS",-90.1848103,32.2987573,5/26/2008,1241
391,5,25,2008,Fort Worth,TX,NA,NA,5,0,0,1,0,0,0,NA,"Fort Worth, TX",-97.3307658,32.7554883,5/25/2008,1240
392,5,25,2008,Winnemucca,NV,2,2,4,0,0,1,0,1,0,1,"Winnemucca, NV",-117.7356849,40.9729584,5/25/2008,1240
393,5,20,2008,Arleta,CA,NA,NA,4,0,0,1,0,0,0,NA,"Arleta, CA",-118.4338345,34.2504595,5/20/2008,1235
394,5,15,2008,Baltimore,MD,3,1,4,0,0,1,0,0,0,NA,"Baltimore, MD",-76.6121893,39.2903848,5/15/2008,1230
395,5,13,2008,Riverdale,IL,NA,NA,5,0,0,1,0,1,0,NA,"Riverdale, IL",-87.6331021,41.6333678,5/13/2008,1228
396,5,6,2008,Saucier,MS,0,4,4,1,0,1,0,0,0,NA,"Saucier, MS",-89.1350449,30.6357481,5/6/2008,1221
397,5,5,2008,Stafford,VA,0,3,3,1,0,1,0,0,1,1,"Stafford, VA",-77.4083086,38.4220687,5/5/2008,1220
398,5,4,2008,Big Spring,TX,4,2,6,0,0,1,0,0,0,NA,"Big Spring, TX",-101.4787355,32.2503979,5/4/2008,1219
399,5,3,2008,Phoenix,AZ,5,2,7,0,0,1,0,0,0,NA,"Phoenix, AZ",-112.0740373,33.4483771,5/3/2008,1218
400,4,28,2008,Torrance,LA,1,2,3,1,0,1,0,0,0,1,"Torrance, LA",-118.3406288,33.8358492,4/28/2008,1213
401,4,28,2008,Los Angeles,LA,3,2,5,0,0,1,0,0,0,NA,"Los Angeles, LA",-118.2436849,34.0522342,4/28/2008,1213
402,4,26,2008,Easley,SC,0,4,4,0,0,1,0,0,0,1,"Easley, SC",-82.6015206,34.829838,4/26/2008,1211
403,4,23,2008,Chicago,IL,0,5,5,0,0,1,0,0,1,NA,"Chicago, IL",-87.6297982,41.8781136,4/23/2008,1208
404,4,18,2008,Jacksonville,FL,NA,NA,4,0,0,1,0,1,0,NA,"Jacksonville, FL",-81.655651,30.3321838,4/18/2008,1203
405,4,15,2008,Peoria,AZ,1,3,4,0,0,1,0,0,1,NA,"Peoria, AZ",-112.2373779,33.5805955,4/15/2008,1200
406,4,6,2008,Fort Worth,TX,3,2,5,0,0,1,0,0,1,NA,"Fort Worth, TX",-97.3307658,32.7554883,4/6/2008,1191
407,3,31,2008,Kansas City,MO,3,1,4,0,0,NA,0,0,0,NA,"Kansas City, MO",-94.5785667,39.0997265,3/31/2008,1185
408,3,30,2008,Richmond,CA,4,1,5,0,0,1,0,0,0,1,"Richmond, CA",-122.3477486,37.9357576,3/30/2008,1184
409,3,26,2008,Hyattsville,MD,2,2,4,0,0,1,0,0,0,NA,"Hyattsville, MD",-76.9455301,38.9559442,3/26/2008,1180
411,3,19,2008,Virginia Beach,VA,3,2,5,0,0,1,0,0,1,1,"Virginia Beach, VA",-75.977985,36.8529263,3/19/2008,1173
410,3,18,2008,Santa Maria,CA,0,4,4,0,0,1,0,0,0,1,"Santa Maria, CA",-120.4357191,34.9530337,3/18/2008,1172
412,3,4,2008,West Palm Beach,FL,5,1,6,1,0,1,0,0,0,1,"West Palm Beach, FL",-80.0533746,26.7153424,3/4/2008,1158
413,3,2,2008,Memphis,TN,2,6,8,0,0,1,0,0,1,1,"Memphis, TN",-90.0489801,35.1495343,3/2/2008,1156
414,3,1,2008,Emory,TX,1,3,4,0,0,1,0,0,1,0,"Emory, TX",-95.7655183,32.874566,3/1/2008,1155
415,2,28,2008,Los Angeles,CA,8,0,8,0,0,1,0,0,0,1,"Los Angeles, CA",-118.2436849,34.0522342,2/28/2008,1153
416,2,27,2008,Bristol,TN,0,4,4,1,0,1,0,0,1,1,"Bristol, TN",-82.1887444,36.5951059,2/27/2008,1152
417,2,25,2008,Baldwin Park,CA,2,3,5,0,0,1,0,0,1,1,"Baldwin Park, CA",-117.9608978,34.0852868,2/25/2008,1150
418,2,23,2008,Yorba Linda,CA,1,4,5,1,0,1,0,0,1,1,"Yorba Linda, CA",-117.8132571,33.8885035,2/23/2008,1148
419,2,14,2008,Dekalb,IL,16,5,21,1,0,1,1,0,0,1,"Dekalb, IL",-88.7503647,41.9294736,2/14/2008,1139
420,2,10,2008,Canton,OH,NA,NA,4,0,0,NA,0,1,0,NA,"Canton, OH",-81.378447,40.7989473,2/10/2008,1135
421,2,10,2008,Orlando,FL,5,0,5,0,0,1,0,0,0,NA,"Orlando, FL",-81.3792365,28.5383355,2/10/2008,1135
422,2,9,2008,Mount Olive,SC,4,0,4,0,0,NA,0,0,0,NA,"Mount Olive, SC",-79.0325332,34.1468346,2/9/2008,1134
423,2,7,2008,Los Angeles,CA,1,4,5,0,1,1,0,0,0,1,"Los Angeles, CA",-118.2436849,34.0522342,2/7/2008,1132
424,2,7,2008,Kirkwood,MO,2,6,8,0,1,1,0,0,0,1,"Kirkwood, MO",-90.406785,38.5833862,2/7/2008,1132
425,2,3,2008,Utica,NY,5,0,5,0,0,1,0,0,0,NA,"Utica, NY",-75.232664,43.100903,2/3/2008,1128
426,2,2,2008,Tinley Park,IL,1,5,6,0,0,1,0,0,0,NA,"Tinley Park, IL",-87.7932939,41.5731442,2/2/2008,1127
427,2,1,2008,Cockeysville,MD,0,4,4,0,0,1,0,0,1,1,"Cockeysville, MD",-76.6438598,39.4812172,2/1/2008,1126
428,1,22,2008,Washington,DC,NA,NA,4,0,0,1,1,0,0,NA,"Washington, DC",-77.0368707,38.9071923,1/22/2008,1116
429,1,14,2008,Indianapolis,IN,0,4,4,0,0,1,0,0,0,NA,"Indianapolis, IN",-86.158068,39.768403,1/14/2008,1108
430,1,11,2008,Washington,DC,NA,NA,5,0,0,NA,0,0,0,NA,"Washington, DC",-77.0368707,38.9071923,1/11/2008,1105
431,1,7,2008,Walnut Hills,OH,4,0,4,0,0,1,0,1,0,NA,"Walnut Hills, OH",-84.4903779,39.1259715,1/7/2008,1101
432,1,1,2008,Long Beach,FL,4,0,4,0,0,1,0,0,0,NA,"Long Beach, FL",-85.808509,30.1759343,1/1/2008,1095
433,12,24,2007,Camation,WA,0,6,6,0,0,1,0,0,1,0,"Camation, WA",-121.9140074,47.6478787,12/24/2007,1087
434,12,11,2007,Las Vegas,NV,NA,NA,6,0,0,1,0,0,0,NA,"Las Vegas, NV",-115.1398296,36.1699412,12/11/2007,1074
435,12,9,2007,Colorado Springs,CO,5,4,9,1,1,1,0,0,0,1,"Colorado Springs, CO",-104.8213634,38.8338816,12/9/2007,1072
436,12,5,2007,Omaha,NE,5,9,14,0,0,1,0,0,0,NA,"Omaha, NE",-95.9345034,41.2565369,12/5/2007,1068
437,12,3,2007,Jackson,MO,1,3,4,1,0,1,0,0,1,1,"Jackson, MO",-89.6662063,37.3822732,12/3/2007,1066
438,11,22,2007,Unity,MD,0,4,4,1,0,1,0,0,0,1,"Unity, MD",-77.0694235,39.226217,11/22/2007,1055
439,11,4,2007,Denver,CO,6,1,7,0,0,1,0,1,0,1,"Denver, CO",-104.990251,39.7392358,11/4/2007,1037
440,10,31,2007,Federal Heights,CO,5,0,5,0,0,1,0,0,0,1,"Federal Heights, CO",-105.0160712,39.8598956,10/31/2007,1033
441,10,25,2007,Saginaw,MI,NA,NA,4,0,0,1,1,0,0,NA,"Saginaw, MI",-83.9508068,43.4194699,10/25/2007,1027
442,10,18,2007,Detroit,MI,0,4,4,0,0,1,0,0,1,NA,"Detroit, MI",-83.0457538,42.331427,10/18/2007,1020
443,10,10,2007,Cleveland,OH,NA,NA,4,1,0,1,1,0,0,NA,"Cleveland, OH",-81.6943605,41.49932,10/10/2007,1012
444,10,7,2007,Crandon,WI,1,6,7,1,0,1,0,0,0,1,"Crandon, WI",-88.9028922,45.5719072,10/7/2007,1009
445,9,21,2007,Camden,NJ,NA,NA,4,0,0,1,0,0,0,1,"Camden, NJ",-75.1196199,39.9259463,9/21/2007,993
446,9,17,2007,Detroit,MI,1,4,5,0,0,1,0,0,1,NA,"Detroit, MI",-83.0457538,42.331427,9/17/2007,989
447,9,15,2007,New Orleans,LA,3,1,4,0,0,1,0,0,0,NA,"New Orleans, LA",-90.0715323,29.9510658,9/15/2007,987
448,9,13,2007,Miami,FL,3,1,4,0,1,1,0,0,0,1,"Miami, FL",-80.1917902,25.7616798,9/13/2007,985
449,8,12,2007,Dallas,TX,3,1,4,0,0,1,0,0,0,NA,"Dallas, TX",-96.7969879,32.7766642,8/12/2007,953
450,8,4,2007,Newark,NJ,0,4,4,0,0,1,1,0,0,NA,"Newark, NJ",-74.1723667,40.735657,8/4/2007,945
451,7,23,2007,Atlanta,GA,2,3,5,1,0,1,0,0,0,1,"Atlanta, GA",-84.3879824,33.7489954,7/23/2007,933
452,7,22,2007,Philadelphia,PA,1,3,4,0,0,1,0,1,0,1,"Philadelphia, PA",-75.1652215,39.9525839,7/22/2007,932
453,7,16,2007,Indianapolis,IN,4,0,4,0,0,1,0,0,0,1,"Indianapolis, IN",-86.158068,39.768403,7/16/2007,926
454,7,4,2007,Cleveland,OH,2,3,5,0,0,1,0,0,1,1,"Cleveland, OH",-81.6943605,41.49932,7/4/2007,914
455,5,20,2007,Moscow,ID,3,3,6,1,0,1,0,0,0,1,"Moscow, ID",-117.000165,46.7323875,5/20/2007,869
456,4,16,2007,Blacksburg,VA,0,33,33,0,0,1,1,0,0,NA,"Blacksburg, VA",-80.4139393,37.2295733,4/16/2007,835
457,3,5,2007,Kansas City,MO,3,1,4,0,0,1,0,0,0,NA,"Kansas City, MO",-94.5785667,39.0997265,3/5/2007,793
458,2,13,2007,Philadelphia,PA,1,3,4,1,0,1,0,0,0,1,"Philadelphia, PA",-75.1652215,39.9525839,2/13/2007,773
459,2,12,2007,Salt Lake City,UT,0,5,5,0,1,1,0,0,0,NA,"Salt Lake City, UT",-111.8910474,40.7607793,2/12/2007,772
460,12,12,2006,New Bedford,MA,2,3,5,0,1,1,0,1,0,NA,"New Bedford, MA",-70.934205,41.6362152,12/12/2006,710
461,12,9,2006,Chicago,IL,0,3,3,0,1,1,0,0,0,1,"Chicago, IL",-87.6297982,41.8781136,12/9/2006,707
462,11,19,2006,Newport,KY,2,2,4,0,0,1,0,1,0,NA,"Newport, KY",-84.4957757,39.091449,11/19/2006,687
463,10,2,2006,Nickel Mine,PA,6,5,11,1,0,1,1,0,0,1,"Nickel Mine, PA",-76.0804172,39.9592143,10/2/2006,639
464,9,17,2006,Pittsburg,PA,5,0,5,0,0,1,1,0,0,NA,"Pittsburg, PA",-79.9958864,40.4406248,9/17/2006,624
465,8,24,2006,Essex,VT,3,2,5,1,0,1,1,0,0,1,"Essex, VT",-73.1112433,44.4905054,8/24/2006,600
466,7,28,2006,Seattle,WA,5,1,6,0,0,1,0,0,0,1,"Seattle, WA",-122.3320708,47.6062095,7/28/2006,573
467,6,6,2006,Miami,FL,1,3,4,0,0,1,0,0,0,NA,"Miami, FL",-80.1917902,25.7616798,6/6/2006,521
468,6,1,2006,Indianapolis,IN,0,7,7,0,0,1,0,0,1,1,"Indianapolis, IN",-86.158068,39.768403,6/1/2006,516
469,5,9,2006,Fort Worth,TX,3,1,4,0,0,1,0,0,0,NA,"Fort Worth, TX",-97.3307658,32.7554883,5/9/2006,493
470,3,25,2006,Seattle,WA,0,6,6,1,0,1,0,0,0,1,"Seattle, WA",-122.3320708,47.6062095,3/25/2006,448
471,11,20,2005,Tacoma,WA,6,0,6,0,0,1,0,0,0,1,"Tacoma, WA",-122.4442906,47.2528768,11/20/2005,323
472,9,4,2005,New Orleans,LA,4,2,6,0,0,1,0,0,0,NA,"New Orleans, LA",-90.0715323,29.9510658,9/4/2005,246
473,4,23,2005,Clayton County,GA,3,1,4,0,0,1,0,0,0,NA,"Clayton County, GA",-84.375233,33.5571944,4/23/2005,112
474,3,21,2005,Red Lake Indian Reservation,MN,7,10,17,0,0,1,0,0,0,NA,"Red Lake Indian Reservation, MN",-95.0009928,48.0511707,3/21/2005,79
475,3,14,2005,Brookfield,WI,4,7,11,0,0,1,0,0,0,1,"Brookfield, WI",-88.1064787,43.0605671,3/14/2005,72
476,3,11,2005,Atlanta,GA,0,4,4,0,0,1,0,0,0,NA,"Atlanta, GA",-84.3879824,33.7489954,3/11/2005,69
477,2,25,2005,Tyler,TX,4,2,6,0,1,1,0,0,0,1,"Tyler, TX",-95.3010624,32.3512601,2/25/2005,55
